0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.057803468208091235e-01,9.526542324246769500e-01,8.868609052023380679e-01,9.504814305364510663e-01,1.687763713080168981e-01,2.697628458498023685e-01,9.627923458540041945e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.317919075144508678e-01,9.555236728837874782e-01,8.981031509641012045e-01,9.532324621733150316e-01,1.402953586497890370e-01,3.932806324110671992e-01,9.339121190644932291e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.714836223506743362e-01,9.368723098995694887e-01,9.361521062414620564e-01,9.119669876203577719e-01,2.837552742616033519e-01,4.328063241106719361e-01,9.186746987951805998e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.315992292870906244e-01,9.827833572453370525e-01,9.114729133540858674e-01,9.504814305364510663e-01,7.141350210970462964e-01,5.721343873517785728e-01,9.087526576895816888e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.922928709055872876e-01,9.497847919655666438e-01,9.159742906411662000e-01,9.601100412654746119e-01,2.405063291139240556e-01,4.614624505928853759e-01,9.059177888022680314e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.393063583815030260e-01,9.311334289813484322e-01,8.958188699527468435e-01,8.954607977991748680e-01,3.481012658227848333e-01,5.335968379446640597e-01,8.990077958894400201e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.289017341040463283e-01,9.124820659971304426e-01,9.025373435155533697e-01,9.367262723521321277e-01,2.278481012658227778e-01,4.387351778656126688e-01,8.819985825655562994e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,7.791907514450866490e-01,9.454806312769008514e-01,9.160190804649185337e-01,9.325997248968365128e-01,1.962025316455696389e-01,5.177865612648221427e-01,8.726080793763286714e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.258188824662815453e-01,9.153515064562409709e-01,9.115400980897140348e-01,8.830811554332875790e-01,4.905063291139240556e-01,4.120553359683794548e-01,8.715450035435858833e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,9.622350674373796320e-01,8.852223816355810904e-01,9.025149486036770918e-01,8.913342503438790310e-01,3.502109704641350185e-01,3.231225296442687411e-01,8.616229624379871943e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.159922928709055778e-01,9.139167862266857068e-01,9.249546503034512535e-01,9.298486932599725474e-01,3.755274261603375741e-01,4.515810276679841917e-01,8.605598866052444063e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.375000000000000000e-01,8.215799614643544135e-01,9.397417503586800169e-01,9.250218350390791988e-01,9.037138927097663199e-01,4.008438818565400741e-01,5.158102766798419170e-01,8.589652728561303352e-01
